Province,Country,Lat,Long,date,cases,type
,Afghanistan,33,65,12/03/2020,0,confirmed
,Afghanistan,33,65,13/03/2020,0,confirmed
,Afghanistan,33,65,14/03/2020,4,confirmed
,Afghanistan,33,65,15/03/2020,5,confirmed
,Afghanistan,33,65,16/03/2020,5,confirmed
,Afghanistan,33,65,17/03/2020,1,confirmed
,Afghanistan,33,65,18/03/2020,0,confirmed
,Afghanistan,33,65,19/03/2020,0,confirmed
,Afghanistan,33,65,20/03/2020,2,confirmed
,Afghanistan,33,65,21/03/2020,0,confirmed
,Afghanistan,33,65,22/03/2020,16,confirmed
,Afghanistan,33,65,23/03/2020,0,confirmed
,Afghanistan,33,65,24/03/2020,34,confirmed
,Afghanistan,33,65,25/03/2020,10,confirmed
,Afghanistan,33,65,26/03/2020,10,confirmed
,Afghanistan,33,65,27/03/2020,16,confirmed
,Albania,41.1533,20.1683,22/01/2020,0,confirmed
,Albania,41.1533,20.1683,23/01/2020,0,confirmed
,Albania,41.1533,20.1683,24/01/2020,0,confirmed
,Albania,41.1533,20.1683,25/01/2020,0,confirmed
,Albania,41.1533,20.1683,26/01/2020,0,confirmed
,Albania,41.1533,20.1683,27/01/2020,0,confirmed
,Albania,41.1533,20.1683,28/01/2020,0,confirmed
,Albania,41.1533,20.1683,29/01/2020,0,confirmed
,Albania,41.1533,20.1683,30/01/2020,0,confirmed
,Albania,41.1533,20.1683,31/01/2020,0,confirmed
,Albania,41.1533,20.1683,01/02/2020,0,confirmed
,Albania,41.1533,20.1683,02/02/2020,0,confirmed
,Albania,41.1533,20.1683,03/02/2020,0,confirmed
,Albania,41.1533,20.1683,04/02/2020,0,confirmed
,Albania,41.1533,20.1683,05/02/2020,0,confirmed
,Albania,41.1533,20.1683,06/02/2020,0,confirmed
,Albania,41.1533,20.1683,07/02/2020,0,confirmed
,Albania,41.1533,20.1683,08/02/2020,0,confirmed
,Albania,41.1533,20.1683,09/02/2020,0,confirmed
,Albania,41.1533,20.1683,10/02/2020,0,confirmed
,Albania,41.1533,20.1683,11/02/2020,0,confirmed
,Albania,41.1533,20.1683,12/02/2020,0,confirmed
,Albania,41.1533,20.1683,13/02/2020,0,confirmed
,Albania,41.1533,20.1683,14/02/2020,0,confirmed
,Albania,41.1533,20.1683,15/02/2020,0,confirmed
,Albania,41.1533,20.1683,16/02/2020,0,confirmed
,Albania,41.1533,20.1683,17/02/2020,0,confirmed
,Albania,41.1533,20.1683,18/02/2020,0,confirmed
,Albania,41.1533,20.1683,19/02/2020,0,confirmed
,Albania,41.1533,20.1683,20/02/2020,0,confirmed
,Albania,41.1533,20.1683,21/02/2020,0,confirmed
,Albania,41.1533,20.1683,22/02/2020,0,confirmed
,Albania,41.1533,20.1683,23/02/2020,0,confirmed
,Albania,41.1533,20.1683,24/02/2020,0,confirmed
,Albania,41.1533,20.1683,25/02/2020,0,confirmed
,Albania,41.1533,20.1683,26/02/2020,0,confirmed
,Albania,41.1533,20.1683,27/02/2020,0,confirmed
,Albania,41.1533,20.1683,28/02/2020,0,confirmed
,Albania,41.1533,20.1683,29/02/2020,0,confirmed
,Albania,41.1533,20.1683,01/03/2020,0,confirmed
,Albania,41.1533,20.1683,02/03/2020,0,confirmed
,Albania,41.1533,20.1683,03/03/2020,0,confirmed
,Albania,41.1533,20.1683,04/03/2020,0,confirmed
,Albania,41.1533,20.1683,05/03/2020,0,confirmed
,Albania,41.1533,20.1683,06/03/2020,0,confirmed
,Albania,41.1533,20.1683,07/03/2020,0,confirmed
,Albania,41.1533,20.1683,08/03/2020,0,confirmed
,Albania,41.1533,20.1683,09/03/2020,2,confirmed
,Albania,41.1533,20.1683,10/03/2020,8,confirmed
,Albania,41.1533,20.1683,11/03/2020,2,confirmed
,Albania,41.1533,20.1683,12/03/2020,11,confirmed
,Albania,41.1533,20.1683,13/03/2020,10,confirmed
,Albania,41.1533,20.1683,14/03/2020,5,confirmed
,Albania,41.1533,20.1683,15/03/2020,4,confirmed
,Albania,41.1533,20.1683,16/03/2020,9,confirmed
,Albania,41.1533,20.1683,17/03/2020,4,confirmed
,Albania,41.1533,20.1683,18/03/2020,4,confirmed
,Albania,41.1533,20.1683,19/03/2020,5,confirmed
,Albania,41.1533,20.1683,20/03/2020,6,confirmed
,Albania,41.1533,20.1683,21/03/2020,6,confirmed
,Albania,41.1533,20.1683,22/03/2020,13,confirmed
,Albania,41.1533,20.1683,23/03/2020,15,confirmed
,Albania,41.1533,20.1683,24/03/2020,19,confirmed
,Albania,41.1533,20.1683,25/03/2020,23,confirmed
,Albania,41.1533,20.1683,26/03/2020,28,confirmed
,Albania,41.1533,20.1683,27/03/2020,12,confirmed
,Algeria,28.0339,1.6596,22/01/2020,0,confirmed
,Algeria,28.0339,1.6596,23/01/2020,0,confirmed
,Algeria,28.0339,1.6596,24/01/2020,0,confirmed
,Algeria,28.0339,1.6596,25/01/2020,0,confirmed
,Algeria,28.0339,1.6596,26/01/2020,0,confirmed
,Algeria,28.0339,1.6596,27/01/2020,0,confirmed
,Algeria,28.0339,1.6596,28/01/2020,0,confirmed
,Algeria,28.0339,1.6596,29/01/2020,0,confirmed
,Algeria,28.0339,1.6596,30/01/2020,0,confirmed
,Algeria,28.0339,1.6596,31/01/2020,0,confirmed
,Algeria,28.0339,1.6596,01/02/2020,0,confirmed
,Algeria,28.0339,1.6596,02/02/2020,0,confirmed
,Algeria,28.0339,1.6596,03/02/2020,0,confirmed
,Algeria,28.0339,1.6596,04/02/2020,0,confirmed
,Algeria,28.0339,1.6596,05/02/2020,0,confirmed
,Algeria,28.0339,1.6596,06/02/2020,0,confirmed
,Algeria,28.0339,1.6596,07/02/2020,0,confirmed
,Algeria,28.0339,1.6596,08/02/2020,0,confirmed
,Algeria,28.0339,1.6596,09/02/2020,0,confirmed
,Algeria,28.0339,1.6596,10/02/2020,0,confirmed
,Algeria,28.0339,1.6596,11/02/2020,0,confirmed
,Algeria,28.0339,1.6596,12/02/2020,0,confirmed
,Algeria,28.0339,1.6596,13/02/2020,0,confirmed
,Algeria,28.0339,1.6596,14/02/2020,0,confirmed
,Algeria,28.0339,1.6596,15/02/2020,0,confirmed
,Algeria,28.0339,1.6596,16/02/2020,0,confirmed
,Algeria,28.0339,1.6596,17/02/2020,0,confirmed
,Algeria,28.0339,1.6596,18/02/2020,0,confirmed
,Algeria,28.0339,1.6596,19/02/2020,0,confirmed
,Algeria,28.0339,1.6596,20/02/2020,0,confirmed
,Algeria,28.0339,1.6596,21/02/2020,0,confirmed
,Algeria,28.0339,1.6596,22/02/2020,0,confirmed
,Algeria,28.0339,1.6596,23/02/2020,0,confirmed
,Algeria,28.0339,1.6596,24/02/2020,0,confirmed
,Algeria,28.0339,1.6596,25/02/2020,1,confirmed
,Algeria,28.0339,1.6596,26/02/2020,0,confirmed
,Algeria,28.0339,1.6596,27/02/2020,0,confirmed
,Algeria,28.0339,1.6596,28/02/2020,0,confirmed
,Algeria,28.0339,1.6596,29/02/2020,0,confirmed
,Algeria,28.0339,1.6596,01/03/2020,0,confirmed
,Algeria,28.0339,1.6596,02/03/2020,2,confirmed
,Algeria,28.0339,1.6596,03/03/2020,2,confirmed
,Algeria,28.0339,1.6596,04/03/2020,7,confirmed
,Algeria,28.0339,1.6596,05/03/2020,0,confirmed
,Algeria,28.0339,1.6596,06/03/2020,5,confirmed
,Algeria,28.0339,1.6596,07/03/2020,0,confirmed
,Algeria,28.0339,1.6596,08/03/2020,2,confirmed
,Algeria,28.0339,1.6596,09/03/2020,1,confirmed
,Algeria,28.0339,1.6596,10/03/2020,0,confirmed
,Algeria,28.0339,1.6596,11/03/2020,0,confirmed
,Algeria,28.0339,1.6596,12/03/2020,4,confirmed
,Algeria,28.0339,1.6596,13/03/2020,2,confirmed
,Algeria,28.0339,1.6596,14/03/2020,11,confirmed
,Algeria,28.0339,1.6596,15/03/2020,11,confirmed
,Algeria,28.0339,1.6596,16/03/2020,6,confirmed
,Algeria,28.0339,1.6596,17/03/2020,6,confirmed
,Algeria,28.0339,1.6596,18/03/2020,14,confirmed
,Algeria,28.0339,1.6596,19/03/2020,13,confirmed
,Algeria,28.0339,1.6596,20/03/2020,3,confirmed
,Algeria,28.0339,1.6596,21/03/2020,49,confirmed
,Algeria,28.0339,1.6596,22/03/2020,62,confirmed
,Algeria,28.0339,1.6596,23/03/2020,29,confirmed
,Algeria,28.0339,1.6596,24/03/2020,34,confirmed
,Algeria,28.0339,1.6596,25/03/2020,38,confirmed
,Algeria,28.0339,1.6596,26/03/2020,65,confirmed
,Algeria,28.0339,1.6596,27/03/2020,42,confirmed
,Andorra,42.5063,1.5218,22/01/2020,0,confirmed
,Andorra,42.5063,1.5218,23/01/2020,0,confirmed
,Andorra,42.5063,1.5218,24/01/2020,0,confirmed
,Andorra,42.5063,1.5218,25/01/2020,0,confirmed
,Andorra,42.5063,1.5218,26/01/2020,0,confirmed
,Andorra,42.5063,1.5218,27/01/2020,0,confirmed
,Andorra,42.5063,1.5218,28/01/2020,0,confirmed
,Andorra,42.5063,1.5218,29/01/2020,0,confirmed
,Andorra,42.5063,1.5218,30/01/2020,0,confirmed
,Andorra,42.5063,1.5218,31/01/2020,0,confirmed
,Andorra,42.5063,1.5218,01/02/2020,0,confirmed
,Andorra,42.5063,1.5218,02/02/2020,0,confirmed
,Andorra,42.5063,1.5218,03/02/2020,0,confirmed
,Andorra,42.5063,1.5218,04/02/2020,0,confirmed
,Andorra,42.5063,1.5218,05/02/2020,0,confirmed
,Andorra,42.5063,1.5218,06/02/2020,0,confirmed
,Andorra,42.5063,1.5218,07/02/2020,0,confirmed
,Andorra,42.5063,1.5218,08/02/2020,0,confirmed
,Andorra,42.5063,1.5218,09/02/2020,0,confirmed
,Andorra,42.5063,1.5218,10/02/2020,0,confirmed
,Andorra,42.5063,1.5218,11/02/2020,0,confirmed
,Andorra,42.5063,1.5218,12/02/2020,0,confirmed
,Andorra,42.5063,1.5218,13/02/2020,0,confirmed
,Andorra,42.5063,1.5218,14/02/2020,0,confirmed
,Andorra,42.5063,1.5218,15/02/2020,0,confirmed
,Andorra,42.5063,1.5218,16/02/2020,0,confirmed
,Andorra,42.5063,1.5218,17/02/2020,0,confirmed
,Andorra,42.5063,1.5218,18/02/2020,0,confirmed
,Andorra,42.5063,1.5218,19/02/2020,0,confirmed
,Andorra,42.5063,1.5218,20/02/2020,0,confirmed
,Andorra,42.5063,1.5218,21/02/2020,0,confirmed
,Andorra,42.5063,1.5218,22/02/2020,0,confirmed
,Andorra,42.5063,1.5218,23/02/2020,0,confirmed
,Andorra,42.5063,1.5218,24/02/2020,0,confirmed
,Andorra,42.5063,1.5218,25/02/2020,0,confirmed
,Andorra,42.5063,1.5218,26/02/2020,0,confirmed
,Andorra,42.5063,1.5218,27/02/2020,0,confirmed
,Andorra,42.5063,1.5218,28/02/2020,0,confirmed
,Andorra,42.5063,1.5218,29/02/2020,0,confirmed
,Andorra,42.5063,1.5218,01/03/2020,0,confirmed
,Andorra,42.5063,1.5218,02/03/2020,1,confirmed
,Andorra,42.5063,1.5218,03/03/2020,0,confirmed
,Andorra,42.5063,1.5218,04/03/2020,0,confirmed
,Andorra,42.5063,1.5218,05/03/2020,0,confirmed
,Andorra,42.5063,1.5218,06/03/2020,0,confirmed
,Andorra,42.5063,1.5218,07/03/2020,0,confirmed
,Andorra,42.5063,1.5218,08/03/2020,0,confirmed
,Andorra,42.5063,1.5218,09/03/2020,0,confirmed
,Andorra,42.5063,1.5218,10/03/2020,0,confirmed
,Andorra,42.5063,1.5218,11/03/2020,0,confirmed
,Andorra,42.5063,1.5218,12/03/2020,0,confirmed
,Andorra,42.5063,1.5218,13/03/2020,0,confirmed
,Andorra,42.5063,1.5218,14/03/2020,0,confirmed
,Andorra,42.5063,1.5218,15/03/2020,0,confirmed
,Andorra,42.5063,1.5218,16/03/2020,1,confirmed
,Andorra,42.5063,1.5218,17/03/2020,37,confirmed
,Andorra,42.5063,1.5218,18/03/2020,0,confirmed
,Andorra,42.5063,1.5218,19/03/2020,14,confirmed
,Andorra,42.5063,1.5218,20/03/2020,22,confirmed
,Andorra,42.5063,1.5218,21/03/2020,13,confirmed
,Andorra,42.5063,1.5218,22/03/2020,25,confirmed
,Andorra,42.5063,1.5218,23/03/2020,20,confirmed
,Andorra,42.5063,1.5218,24/03/2020,31,confirmed
,Andorra,42.5063,1.5218,25/03/2020,24,confirmed
,Andorra,42.5063,1.5218,26/03/2020,36,confirmed
,Andorra,42.5063,1.5218,27/03/2020,43,confirmed
,Angola,-11.2027,17.8739,22/01/2020,0,confirmed
,Angola,-11.2027,17.8739,23/01/2020,0,confirmed
,Angola,-11.2027,17.8739,24/01/2020,0,confirmed
,Angola,-11.2027,17.8739,25/01/2020,0,confirmed
,Angola,-11.2027,17.8739,26/01/2020,0,confirmed
,Angola,-11.2027,17.8739,27/01/2020,0,confirmed
,Angola,-11.2027,17.8739,28/01/2020,0,confirmed
,Angola,-11.2027,17.8739,29/01/2020,0,confirmed
,Angola,-11.2027,17.8739,30/01/2020,0,confirmed
,Angola,-11.2027,17.8739,31/01/2020,0,confirmed
,Angola,-11.2027,17.8739,01/02/2020,0,confirmed
,Angola,-11.2027,17.8739,02/02/2020,0,confirmed
,Angola,-11.2027,17.8739,03/02/2020,0,confirmed
,Angola,-11.2027,17.8739,04/02/2020,0,confirmed
,Angola,-11.2027,17.8739,05/02/2020,0,confirmed
,Angola,-11.2027,17.8739,06/02/2020,0,confirmed
,Angola,-11.2027,17.8739,07/02/2020,0,confirmed
,Angola,-11.2027,17.8739,08/02/2020,0,confirmed
,Angola,-11.2027,17.8739,09/02/2020,0,confirmed
,Angola,-11.2027,17.8739,10/02/2020,0,confirmed
,Angola,-11.2027,17.8739,11/02/2020,0,confirmed
,Angola,-11.2027,17.8739,12/02/2020,0,confirmed
,Angola,-11.2027,17.8739,13/02/2020,0,confirmed
,Angola,-11.2027,17.8739,14/02/2020,0,confirmed
,Angola,-11.2027,17.8739,15/02/2020,0,confirmed
,Angola,-11.2027,17.8739,16/02/2020,0,confirmed
,Angola,-11.2027,17.8739,17/02/2020,0,confirmed
,Angola,-11.2027,17.8739,18/02/2020,0,confirmed
,Angola,-11.2027,17.8739,19/02/2020,0,confirmed
,Angola,-11.2027,17.8739,20/02/2020,0,confirmed
,Angola,-11.2027,17.8739,21/02/2020,0,confirmed
,Angola,-11.2027,17.8739,22/02/2020,0,confirmed
,Angola,-11.2027,17.8739,23/02/2020,0,confirmed
,Angola,-11.2027,17.8739,24/02/2020,0,confirmed
,Angola,-11.2027,17.8739,25/02/2020,0,confirmed
,Angola,-11.2027,17.8739,26/02/2020,0,confirmed
,Angola,-11.2027,17.8739,27/02/2020,0,confirmed
,Angola,-11.2027,17.8739,28/02/2020,0,confirmed
,Angola,-11.2027,17.8739,29/02/2020,0,confirmed
,Angola,-11.2027,17.8739,01/03/2020,0,confirmed
,Angola,-11.2027,17.8739,02/03/2020,0,confirmed
,Angola,-11.2027,17.8739,03/03/2020,0,confirmed
,Angola,-11.2027,17.8739,04/03/2020,0,confirmed
,Angola,-11.2027,17.8739,05/03/2020,0,confirmed
,Angola,-11.2027,17.8739,06/03/2020,0,confirmed
,Angola,-11.2027,17.8739,07/03/2020,0,confirmed
,Angola,-11.2027,17.8739,08/03/2020,0,confirmed
,Angola,-11.2027,17.8739,09/03/2020,0,confirmed
,Angola,-11.2027,17.8739,10/03/2020,0,confirmed
,Angola,-11.2027,17.8739,11/03/2020,0,confirmed
,Angola,-11.2027,17.8739,12/03/2020,0,confirmed
,Angola,-11.2027,17.8739,13/03/2020,0,confirmed
,Angola,-11.2027,17.8739,14/03/2020,0,confirmed
,Angola,-11.2027,17.8739,15/03/2020,0,confirmed
,Angola,-11.2027,17.8739,16/03/2020,0,confirmed
,Angola,-11.2027,17.8739,17/03/2020,0,confirmed
,Angola,-11.2027,17.8739,18/03/2020,0,confirmed
,Angola,-11.2027,17.8739,19/03/2020,0,confirmed
,Angola,-11.2027,17.8739,20/03/2020,1,confirmed
,Angola,-11.2027,17.8739,21/03/2020,1,confirmed
,Angola,-11.2027,17.8739,22/03/2020,0,confirmed
,Angola,-11.2027,17.8739,23/03/2020,1,confirmed
,Angola,-11.2027,17.8739,24/03/2020,0,confirmed
,Angola,-11.2027,17.8739,25/03/2020,0,confirmed
,Angola,-11.2027,17.8739,26/03/2020,1,confirmed
,Angola,-11.2027,17.8739,27/03/2020,0,confirmed
,Antigua and Barbuda,17.0608,-61.7964,22/01/2020,0,confirmed
,Antigua and Barbuda,17.0608,-61.7964,23/01/2020,0,confirmed
,Antigua and Barbuda,17.0608,-61.7964,24/01/2020,0,confirmed
,Antigua and Barbuda,17.0608,-61.7964,25/01/2020,0,confirmed
,Antigua and Barbuda,17.0608,-61.7964,26/01/2020,0,confirmed
,Antigua and Barbuda,17.0608,-61.7964,27/01/2020,0,confirmed
,Antigua and Barbuda,17.0608,-61.7964,28/01/2020,0,confirmed
,Antigua and Barbuda,17.0608,-61.7964,29/01/2020,0,confirmed
,Antigua and Barbuda,17.0608,-61.7964,30/01/2020,0,confirmed
,Antigua and Barbuda,17.0608,-61.7964,31/01/2020,0,confirmed
,Antigua and Barbuda,17.0608,-61.7964,01/02/2020,0,confirmed
,Antigua and Barbuda,17.0608,-61.7964,02/02/2020,0,confirmed
,Antigua and Barbuda,17.0608,-61.7964,03/02/2020,0,confirmed
,Antigua and Barbuda,17.0608,-61.7964,04/02/2020,0,confirmed
,Antigua and Barbuda,17.0608,-61.7964,05/02/2020,0,confirmed
,Antigua and Barbuda,17.0608,-61.7964,06/02/2020,0,confirmed
,Antigua and Barbuda,17.0608,-61.7964,07/02/2020,0,confirmed
,Antigua and Barbuda,17.0608,-61.7964,08/02/2020,0,confirmed
,Antigua and Barbuda,17.0608,-61.7964,09/02/2020,0,confirmed
,Antigua and Barbuda,17.0608,-61.7964,10/02/2020,0,confirmed
,Antigua and Barbuda,17.0608,-61.7964,11/02/2020,0,confirmed
,Antigua and Barbuda,17.0608,-61.7964,12/02/2020,0,confirmed
,Antigua and Barbuda,17.0608,-61.7964,13/02/2020,0,confirmed
,Antigua and Barbuda,17.0608,-61.7964,14/02/2020,0,confirmed
,Antigua and Barbuda,17.0608,-61.7964,15/02/2020,0,confirmed
,Antigua and Barbuda,17.0608,-61.7964,16/02/2020,0,confirmed
,Antigua and Barbuda,17.0608,-61.7964,17/02/2020,0,confirmed
,Antigua and Barbuda,17.0608,-61.7964,18/02/2020,0,confirmed
,Antigua and Barbuda,17.0608,-61.7964,19/02/2020,0,confirmed
,Antigua and Barbuda,17.0608,-61.7964,20/02/2020,0,confirmed
,Antigua and Barbuda,17.0608,-61.7964,21/02/2020,0,confirmed
,Antigua and Barbuda,17.0608,-61.7964,22/02/2020,0,confirmed
,Antigua and Barbuda,17.0608,-61.7964,23/02/2020,0,confirmed
,Antigua and Barbuda,17.0608,-61.7964,24/02/2020,0,confirmed
,Antigua and Barbuda,17.0608,-61.7964,25/02/2020,0,confirmed
,Antigua and Barbuda,17.0608,-61.7964,26/02/2020,0,confirmed
,Antigua and Barbuda,17.0608,-61.7964,27/02/2020,0,confirmed
,Antigua and Barbuda,17.0608,-61.7964,28/02/2020,0,confirmed
,Antigua and Barbuda,17.0608,-61.7964,29/02/2020,0,confirmed
,Antigua and Barbuda,17.0608,-61.7964,01/03/2020,0,confirmed
,Antigua and Barbuda,17.0608,-61.7964,02/03/2020,0,confirmed
,Antigua and Barbuda,17.0608,-61.7964,03/03/2020,0,confirmed
,Antigua and Barbuda,17.0608,-61.7964,04/03/2020,0,confirmed
,Antigua and Barbuda,17.0608,-61.7964,05/03/2020,0,confirmed
,Antigua and Barbuda,17.0608,-61.7964,06/03/2020,0,confirmed
,Antigua and Barbuda,17.0608,-61.7964,07/03/2020,0,confirmed
,Antigua and Barbuda,17.0608,-61.7964,08/03/2020,0,confirmed
,Antigua and Barbuda,17.0608,-61.7964,09/03/2020,0,confirmed
,Antigua and Barbuda,17.0608,-61.7964,10/03/2020,0,confirmed
,Antigua and Barbuda,17.0608,-61.7964,11/03/2020,0,confirmed
,Antigua and Barbuda,17.0608,-61.7964,12/03/2020,0,confirmed
,Antigua and Barbuda,17.0608,-61.7964,13/03/2020,1,confirmed
,Antigua and Barbuda,17.0608,-61.7964,14/03/2020,0,confirmed
,Antigua and Barbuda,17.0608,-61.7964,15/03/2020,0,confirmed
,Antigua and Barbuda,17.0608,-61.7964,16/03/2020,0,confirmed
,Antigua and Barbuda,17.0608,-61.7964,17/03/2020,0,confirmed
,Antigua and Barbuda,17.0608,-61.7964,18/03/2020,0,confirmed
,Antigua and Barbuda,17.0608,-61.7964,19/03/2020,0,confirmed
,Antigua and Barbuda,17.0608,-61.7964,20/03/2020,0,confirmed
,Antigua and Barbuda,17.0608,-61.7964,21/03/2020,0,confirmed
,Antigua and Barbuda,17.0608,-61.7964,22/03/2020,0,confirmed
,Antigua and Barbuda,17.0608,-61.7964,23/03/2020,2,confirmed
,Antigua and Barbuda,17.0608,-61.7964,24/03/2020,0,confirmed
,Antigua and Barbuda,17.0608,-61.7964,25/03/2020,0,confirmed
,Antigua and Barbuda,17.0608,-61.7964,26/03/2020,4,confirmed
,Antigua and Barbuda,17.0608,-61.7964,27/03/2020,0,confirmed
,Argentina,-38.4161,-63.6167,22/01/2020,0,confirmed
,Argentina,-38.4161,-63.6167,23/01/2020,0,confirmed
,Argentina,-38.4161,-63.6167,24/01/2020,0,confirmed
,Argentina,-38.4161,-63.6167,25/01/2020,0,confirmed
,Argentina,-38.4161,-63.6167,26/01/2020,0,confirmed
,Argentina,-38.4161,-63.6167,27/01/2020,0,confirmed
,Argentina,-38.4161,-63.6167,28/01/2020,0,confirmed
,Argentina,-38.4161,-63.6167,29/01/2020,0,confirmed
,Argentina,-38.4161,-63.6167,30/01/2020,0,confirmed
,Argentina,-38.4161,-63.6167,31/01/2020,0,confirmed
,Argentina,-38.4161,-63.6167,01/02/2020,0,confirmed
,Argentina,-38.4161,-63.6167,02/02/2020,0,confirmed
,Argentina,-38.4161,-63.6167,03/02/2020,0,confirmed
,Argentina,-38.4161,-63.6167,04/02/2020,0,confirmed
,Argentina,-38.4161,-63.6167,05/02/2020,0,confirmed
,Argentina,-38.4161,-63.6167,06/02/2020,0,confirmed
,Argentina,-38.4161,-63.6167,07/02/2020,0,confirmed
,Argentina,-38.4161,-63.6167,08/02/2020,0,confirmed
,Argentina,-38.4161,-63.6167,09/02/2020,0,confirmed
,Argentina,-38.4161,-63.6167,10/02/2020,0,confirmed
,Argentina,-38.4161,-63.6167,11/02/2020,0,confirmed
,Argentina,-38.4161,-63.6167,12/02/2020,0,confirmed
,Argentina,-38.4161,-63.6167,13/02/2020,0,confirmed
,Argentina,-38.4161,-63.6167,14/02/2020,0,confirmed
,Argentina,-38.4161,-63.6167,15/02/2020,0,confirmed
,Argentina,-38.4161,-63.6167,16/02/2020,0,confirmed
,Argentina,-38.4161,-63.6167,17/02/2020,0,confirmed
,Argentina,-38.4161,-63.6167,18/02/2020,0,confirmed
,Argentina,-38.4161,-63.6167,19/02/2020,0,confirmed
,Argentina,-38.4161,-63.6167,20/02/2020,0,confirmed
,Argentina,-38.4161,-63.6167,21/02/2020,0,confirmed
,Argentina,-38.4161,-63.6167,22/02/2020,0,confirmed
,Argentina,-38.4161,-63.6167,23/02/2020,0,confirmed
,Argentina,-38.4161,-63.6167,24/02/2020,0,confirmed
,Argentina,-38.4161,-63.6167,25/02/2020,0,confirmed
,Argentina,-38.4161,-63.6167,26/02/2020,0,confirmed
,Argentina,-38.4161,-63.6167,27/02/2020,0,confirmed
,Argentina,-38.4161,-63.6167,28/02/2020,0,confirmed
,Argentina,-38.4161,-63.6167,29/02/2020,0,confirmed
,Argentina,-38.4161,-63.6167,01/03/2020,0,confirmed
,Argentina,-38.4161,-63.6167,02/03/2020,0,confirmed
,Argentina,-38.4161,-63.6167,03/03/2020,1,confirmed
,Argentina,-38.4161,-63.6167,04/03/2020,0,confirmed
,Argentina,-38.4161,-63.6167,05/03/2020,0,confirmed
,Argentina,-38.4161,-63.6167,06/03/2020,1,confirmed
,Argentina,-38.4161,-63.6167,07/03/2020,6,confirmed
,Argentina,-38.4161,-63.6167,08/03/2020,4,confirmed
,Argentina,-38.4161,-63.6167,09/03/2020,0,confirmed
,Argentina,-38.4161,-63.6167,10/03/2020,5,confirmed
,Argentina,-38.4161,-63.6167,11/03/2020,2,confirmed
,Argentina,-38.4161,-63.6167,12/03/2020,0,confirmed
,Argentina,-38.4161,-63.6167,13/03/2020,12,confirmed
,Argentina,-38.4161,-63.6167,14/03/2020,3,confirmed
,Argentina,-38.4161,-63.6167,15/03/2020,11,confirmed
,Argentina,-38.4161,-63.6167,16/03/2020,11,confirmed
,Argentina,-38.4161,-63.6167,17/03/2020,12,confirmed
,Argentina,-38.4161,-63.6167,18/03/2020,11,confirmed
,Argentina,-38.4161,-63.6167,19/03/2020,18,confirmed
,Argentina,-38.4161,-63.6167,20/03/2020,31,confirmed
,Argentina,-38.4161,-63.6167,21/03/2020,30,confirmed
